user_id,posted
euzi,2014-07-26
76561197961778802,2014-04-23
thisissohardtomakeoneup,2014-04-12
76561198087010391,2015-04-04
66666669999999,2015-01-05
76561198061174192,2014-09-14
76561198061174192,2014-09-14
ReMiXOfficalSteam,2015-10-12
Wilfire77,2015-03-22
76561198084390807,2015-12-01
76561198084390807,2014-05-10
Mastic,2015-08-01
Mastic,2014-12-30
Mastic,2014-12-27
76561198028286104,2013-12-26
tarjla,2014-07-13
tarjla,2015-01-28
tarjla,2014-05-08
tarjla,2013-11-21
tarjla,2013-12-07
tarjla,2013-02-09
tarjla,2014-01-09
deathnz1,2014-12-26
76561198104393251,2015-03-13
redsncrimson,2014-12-23
redsncrimson,2013-12-26
redsncrimson,2013-05-18
redsncrimson,2013-01-09
redsncrimson,2012-11-30
H1DD3NT3RR0R,2014-03-10
H1DD3NT3RR0R,2014-02-27
H1DD3NT3RR0R,2013-11-25
H1DD3NT3RR0R,2014-06-11
H1DD3NT3RR0R,2015-09-04
H1DD3NT3RR0R,2014-06-18
76561198071214618,2015-05-11
76561198115115631,2015-05-22
76561198071175142,2015-08-10
76561198071175142,2015-07-07
t8s,2015-05-13
t8s,2015-05-02
pikawuu2,2013-09-15
Sammeh00,2014-11-04
Michaelele,2014-08-07
Michaelele,2014-06-30
Michaelele,2014-08-21
Michaelele,2014-07-16
76561198045754869,2015-08-07
76561198076098774,2015-08-02
76561198103253374,2014-02-24
76561198048417105,2015-12-28
76561198048417105,2015-02-27
76561198090842891,2015-01-16
76561198055767971,2015-06-10
76561197998052647,2014-11-27
76561198145436942,2014-08-02
jjas01,2014-11-03
jjas01,2015-10-17
jjas01,2013-10-08
jjas01,2015-12-28
jjas01,2014-05-08
jjas01,2014-02-18
jjas01,2013-10-27
jjas01,2014-06-04
3xotic26,2014-02-26
3xotic26,2014-02-26
3xotic26,2014-02-26
3xotic26,2013-07-15
iamthetrashlord,2015-06-16
iamthetrashlord,2014-07-20
3dster,2015-08-24
76561198079990063,2014-03-14
Forty-Nine,2014-08-28
76561198051017916,2015-05-30
76561198051017916,2014-05-26
L4M1NAS,2015-03-05
76561197995322437,2015-07-23
imsojipper,2014-07-07
76561198084542731,2015-01-16
76561198084542731,2014-02-16
76561198103671881,2015-04-11
mrpfresh,2015-10-16
GamerFag,2012-07-15
GamerFag,2011-01-27
GamerFag,2011-01-27
GamerFag,2011-01-27
GamerFag,2011-01-27
GamerFag,2010-12-16
EHS-R3AP3R,2015-09-09
EHS-R3AP3R,2015-10-15
EHS-R3AP3R,2013-11-26
EHS-R3AP3R,2013-12-12
chidori_647,2013-12-15
chidori_647,2014-03-05
chidori_647,2013-11-30
chidori_647,2013-12-02
chidori_647,2013-11-28
76561198092227136,2014-09-11
76561198092227136,2014-05-26
hellcat59,2014-07-18
76561198007584361,2015-09-10
tbimperator,2012-05-22
Allahu_Akbar666,2015-01-17
Allahu_Akbar666,2014-10-24
ulramite,2014-10-27
ulramite,2014-02-08
-GM-Dragon,2014-03-08
-GM-Dragon,2015-06-10
76561198054040292,2015-03-13
76561198078799606,2015-10-01
76561198078799606,2015-06-29
76561198078799606,2014-05-02
I_DID_911_JUST_SAYING,2013-05-06
diabeticfuck,2015-08-31
diabeticfuck,2015-12-28
diabeticfuck,2015-11-23
diabeticfuck,2015-09-04
76561198054465623,2015-01-10
76561198054465623,2014-01-04
76561198054465623,2015-04-24
76561198054465623,2014-02-21
76561198054465623,2015-07-13
76561198054465623,2014-04-03
aaropro,2014-08-29
abiam,2014-11-16
FrankoWalker,2015-01-04
FrankoWalker,2014-12-06
FrankoWalker,2014-05-16
LightfootSword7,2015-11-26
SALTTHEW0UND,2015-06-12
SALTTHEW0UND,2014-08-28
SALTTHEW0UND,2014-05-20
SALTTHEW0UND,2014-03-25
SALTTHEW0UND,2013-12-02
SALTTHEW0UND,2015-11-15
express157,2014-09-02
76561198074644990,2015-02-05
76561198074644990,2015-02-06
76561198074644990,2013-12-24
76561198064304806,2015-12-11
TomoeMamiewe,2014-02-16
76561198057086148,2015-01-17
Acidius99,2014-06-21
Acidius99,2014-12-30
Acidius99,2015-07-09
acorn13,2014-07-31
acorn13,2012-07-12
acorn13,2015-05-01
AddzyTheBaddzy,2015-02-02
AddzyTheBaddzy,2013-12-16
mrfunkyjunkie,2014-01-05
mrfunkyjunkie,2014-11-23
mrfunkyjunkie,2015-03-11
76561198167207237,2015-12-25
76561198167207237,2015-11-29
76561198167207237,2015-11-06
cancerkek,2015-02-27
76561198073508075,2014-04-13
76561198073508075,2014-06-07
advenger95,2015-06-05
advenger95,2015-09-02
advenger95,2015-06-05
EndAtHallow,2015-01-15
76561198063624801,2014-01-12
aeryal,2014-05-03
76561198070263209,2013-12-13
76561198015968275,2015-09-06
Agiegamma,2014-02-12
76561198082614708,2014-04-28
Agronoth,2014-02-09
Agronoth,2015-04-24
Agronoth,2015-03-21
Agronoth,2015-02-28
Agronoth,2015-07-15
UnholyFallenAngel,2014-10-07
UnholyFallenAngel,2015-12-22
UnholyFallenAngel,2014-05-06
76561198068565589,2014-02-22
76561198068565589,2015-07-18
76561198068565589,2014-10-24
SlutOnTheSpit,2014-01-02
WestyGaming,2014-06-07
NaruseAiria,2014-10-28
NaruseAiria,2014-10-15
NaruseAiria,2013-12-20
NaruseAiria,2013-12-06
76561198067713802,2015-09-27
76561198067713802,2015-03-28
Alex680,2014-04-25
alansiulun,2014-11-01
alansiulun,2015-05-21
Albolah,2015-12-29
Albolah,2015-10-18
Albolah,2015-12-30
76561198003056556,2014-08-15
maxpaynepillkiller,2015-12-30
maxpaynepillkiller,2015-10-07
AlexNoClutch,2015-06-05
Alexwai04,2015-01-09
76561198095481910,2014-02-01
AlkalineDeath,2015-03-02
AlkalineDeath,2014-10-16
76561198075935236,2015-01-26
76561198075935236,2015-08-27
mintifreshbadger,2015-11-09
AlpacaRevolution,2014-10-02
AlpacaRevolution,2015-09-13
76561198071952798,2013-11-29
76561198009001563,2014-09-03
76561198016753953,2014-03-21
76561198016753953,2014-01-27
smegmyfoodle,2015-02-03
smegmyfoodle,2015-01-22
76561198057869849,2015-06-01
76561198058836921,2015-01-17
lol_ursuchanoob,2014-08-08
lol_ursuchanoob,2014-04-17
lol_ursuchanoob,2014-03-12
lol_ursuchanoob,2014-01-23
AMV72,2013-01-21
AMV72,2012-09-27
AMV72,2013-11-25
AMV72,2013-11-25
AMV72,2012-07-19
76561198069170979,2015-06-26
76561198132540690,2015-05-26
76561198132540690,2015-03-05
711armageddoncarmageddon,2015-07-04
711armageddoncarmageddon,2015-07-03
711armageddoncarmageddon,2015-07-03
Andraison,2015-07-31
76561198055790408,2013-12-06
76561198069560699,2013-12-30
76561198069560699,2013-12-16
76561198069560699,2013-11-28
76561198069560699,2014-03-26
76561198099625419,2014-05-08
76561198099625419,2014-05-08
76561198099625419,2013-12-22
76561198099625419,2013-12-20
76561198099625419,2013-11-28
76561198084032274,2014-10-29
76561198084032274,2014-09-29
Angrovar,2014-08-16
Angrovar,2015-11-11
AngryAinsley,2015-08-01
AngryAinsley,2015-08-01
AngryAinsley,2015-07-24
AngryAinsley,2015-04-07
uradumbtit,2014-05-29
uradumbtit,2014-08-04
IKillNoobsFirst,2015-03-27
76561198037888300,2015-09-12
1234865654,2014-06-29
76561198084123358,2015-02-07
Apachehavoc,2014-10-31
ApexNZ,2014-02-03
ApexNZ,2014-05-09
ApexNZ,2014-02-09
ApexNZ,2014-08-19
ApexNZ,2015-02-28
76561198039441595,2014-06-09
76561198039441595,2015-01-23
76561198039441595,2014-06-20
76561198039441595,2014-05-31
76561198039441595,2014-05-07
76561198039441595,2015-11-20
76561198039441595,2015-05-06
76561198039441595,2014-11-18
76561198039441595,2014-05-31
76561198036687918,2015-12-20
benjamin27,2015-11-20
benjamin27,2014-07-19
AppoGetsSuperAdmin,2015-06-26
AppoGetsSuperAdmin,2015-08-29
AppoGetsSuperAdmin,2015-08-08
76561198049916759,2015-07-02
76561198049916759,2015-09-11
XABLAUziitu,2015-12-22
XABLAUziitu,2015-10-17
XABLAUziitu,2013-02-15
XABLAUziitu,2013-01-24
76561198012909706,2013-12-07
dragonchief,2014-01-10
76561198040530605,2014-06-27
76561198040530605,2014-06-09
76561198040530605,2014-01-01
76561198040530605,2011-12-30
76561197974500703,2012-07-15
76561197974500703,2012-06-17
76561197974500703,2012-06-17
76561197974500703,2012-01-28
76561197974500703,2012-01-28
76561197974500703,2011-12-27
76561197974500703,2011-12-20
76561197974500703,2011-12-20
76561197974500703,2010-12-28
76561197974500703,2010-12-28
76561198047185525,2014-03-20
76561198047185525,2014-06-27
76561198047185525,2013-12-16
bilyitu,2014-10-06
bilyitu,2014-09-08
76561198021244661,2014-04-15
76561198088538797,2015-09-01
deployablearchnagel,2014-05-30
rotflmaoman,2015-11-06
armouredmarshmallow,2015-11-08
armouredmarshmallow,2015-05-24
armouredmarshmallow,2015-05-24
76561198020928326,2014-07-01
Array71,2014-09-27
Array71,2014-06-24
76561198039874575,2014-02-01
arronlim13,2015-05-28
ARTHERDUNGER10,2015-04-13
Mackus1011,2013-12-06
Mackus1011,2015-08-31
Mackus1011,2015-06-18
Mackus1011,2014-10-18
76561198041877981,2014-01-09
76561198041877981,2014-02-28
darkmassieh,2015-05-09
darkmassieh,2015-04-21
darkmassieh,2015-08-06
darkmassieh,2015-07-30
darkmassieh,2015-01-08
asianturtlefrenzy,2015-12-27
asianturtlefrenzy,2015-12-27
asianturtlefrenzy,2015-12-27
asianturtlefrenzy,2015-12-27
asianturtlefrenzy,2015-12-26
asianturtlefrenzy,2015-12-22
asianturtlefrenzy,2015-07-07
asianturtlefrenzy,2015-06-30
asianturtlefrenzy,2014-05-16
blowjobsfurdayzandgayz,2015-01-12
blowjobsfurdayzandgayz,2015-11-22
blowjobsfurdayzandgayz,2015-03-30
76561198082992295,2014-06-02
76561198082992295,2014-05-28
76561198082992295,2014-05-28
LaLocaDeLosDulces,2015-06-27
76561198064352761,2014-03-14
assassin_warman,2015-06-25
assassin_warman,2015-07-04
assassin_warman,2015-08-15
assassin_warman,2015-08-25
assassin_warman,2015-03-14
Astrelt,2015-07-26
Astrelt,2014-10-10
Astrelt,2014-12-13
Astrelt,2014-12-30
Astrelt,2015-08-17
Astrelt,2015-04-03
Astrelt,2015-04-04
Astrelt,2012-08-23
Astrelt,2015-12-05
Astrelt,2015-12-05
Swish0009,2014-06-28
Swish0009,2014-06-22
Swish0009,2014-06-28
Swish0009,2014-06-28
Swish0009,2014-06-09
Aurora99,2014-09-15
Aurora99,2014-11-05
Aurora99,2015-01-01
Aurora99,2014-09-15
Aurora99,2015-07-22
Aurora99,2015-02-15
Aurora99,2014-05-26
Aurora99,2014-05-21
Aurora99,2014-05-02
76561198053071988,2015-10-17
76561198083375450,2015-01-22
76561198083375450,2014-02-10
76561198083375450,2014-10-28
76561198083375450,2015-11-15
76561198083375450,2015-12-26
76561198083375450,2015-07-18
76561198083375450,2014-03-23
76561198078730600,2014-07-04
auzmoz,2014-06-02
auzmoz,2013-01-18
auzmoz,2013-01-18
auzzie_96,2014-12-30
fatrangacuntnolifevirgin,2014-07-29
76561198064150679,2014-05-26
76561198110293299,2014-11-08
76561198110293299,2015-06-08
76561198110293299,2015-06-07
76561198110293299,2015-02-14
de_triggered,2015-11-08
de_triggered,2015-07-06
de_triggered,2015-07-06
de_triggered,2015-07-06
de_triggered,2015-07-06
de_triggered,2015-07-06
de_triggered,2015-05-25
Azrafael,2013-11-25
76561198076301023,2014-12-26
hoarbiscuit,2014-03-22
bohgeraltofrivia,2013-12-04
bohgeraltofrivia,2014-11-11
TeH-B-Rad,2014-09-22
TeH-B-Rad,2015-04-09
BAW_Killer,2014-05-25
BAW_Killer,2015-12-13
BAW_Killer,2015-12-13
gamerdude7892,2015-12-04
2ez4medick,2014-06-28
BBBirb,2014-01-07
AgentXiri,2014-07-07
76561197998761331,2014-12-06
76561198096750939,2015-10-20
crispymemesmantheyremyfavourite,2015-12-19
crispymemesmantheyremyfavourite,2015-12-22
crispymemesmantheyremyfavourite,2015-07-10
crispymemesmantheyremyfavourite,2014-04-03
76561198074409406,2015-09-18
H-Alo,2015-02-06
420Blz,2013-12-25
76561198076548816,2015-11-01
76561198076548816,2014-12-19
76561198076548816,2014-11-01
76561198076548816,2014-08-16
chillrend,2014-01-27
chillrend,2015-12-02
chillrend,2014-02-13
chillrend,2013-12-10
Gborges,2014-07-03
lukeyturley,2014-07-04
76561198095142204,2015-02-21
BOB_200,2014-03-07
76561198070735033,2015-10-26
76561198018560501,2013-11-27
76561198069458790,2014-05-15
76561198069458790,2014-04-02
76561198051148175,2014-01-02
76561198047208452,2013-12-26
76561198047208452,2014-08-15
generalale,2014-04-12
generalale,2014-11-30
generalale,2013-11-21
brendoboy,2013-12-30
brendoboy,2014-09-05
brendoboy,2014-03-06
brendoboy,2014-04-13
brendoboy,2014-12-16
brendoboy,2014-07-03
76561198071234254,2014-10-04
76561198071234254,2014-07-05
76561198071234254,2013-08-17
76561198071234254,2013-08-14
76561198071234254,2013-06-08
76561197988934555,2015-12-15
76561197988934555,2015-03-28
Infixation,2015-02-23
Infixation,2015-05-06
Infixation,2013-12-01
Infixation,2015-10-08
Infixation,2014-02-04
Infixation,2013-12-01
Infixation,2013-12-01
76561198047304525,2014-08-12
76561197994969639,2011-09-28
JuanManSnipez,2014-08-16
Ben_Andy,2014-02-09
Ben_Andy,2013-12-20
Bennysaputra,2015-08-01
76561198067021476,2014-10-29
76561198045071942,2015-01-26
Bhappiikhat,2014-07-28
Ahahahahahahahahahahahahahahaha,2014-09-13
BITCHPLESE,2015-01-15
BITCHPLESE,2015-02-07
Too_1337,2012-07-22
Too_1337,2015-06-15
kinglemon1222,2012-10-13
76561198030636321,2015-04-02
IJustWantedToTalk,2015-05-06
IJustWantedToTalk,2015-10-05
IJustWantedToTalk,2015-07-31
76561198034643189,2014-07-05
LlamasInNigjamas,2014-09-26
mavros88,2015-12-14
mavros88,2015-05-28
mavros88,2015-09-29
mavros88,2015-05-30
mavros88,2015-03-20
Hummingsenpai,2015-07-29
CHAAANG,2015-11-03
CHAAANG,2015-09-23
76561198077586769,2015-03-10
bitmat,2015-06-21
bitmat,2013-07-11
bitmat,2012-12-09
bitmat,2012-09-14
76561198028483487,2013-12-30
Ghoster09,2015-05-06
Ghoster09,2014-07-17
Ghoster09,2014-05-17
76561198081496844,2014-05-16
180577,2015-06-11
Barridos,2014-04-09
76561197988863895,2015-12-28
76561198042728201,2014-05-16
76561198042728201,2014-10-01
hbk1462,2014-06-25
76561198088724903,2013-11-25
76561198057521157,2015-04-04
76561198057521157,2014-05-20
76561198057521157,2014-10-14
76561198057521157,2015-01-31
76561198057389499,2014-11-14
76561198057389499,2015-12-25
76561198057389499,2015-11-20
76561198057389499,2014-09-13
FHK,2015-12-27
76561198030735076,2013-10-20
76561198030735076,2015-04-09
Bluegills,2014-08-07
Bluegills,2014-08-06
Bluegills,2014-02-07
Bluegills,2014-01-06
Bluegills,2013-12-22
Bluegills,2013-12-06
Bluegills,2012-12-04
Bluegills,2012-07-17
76561197970931849,2014-03-12
76561197970931849,2015-07-04
rrbr,2015-10-01
rrbr,2015-01-21
13lazer,2012-07-15
76561198044344399,2015-08-03
76561197999613236,2013-12-16
76561197999613236,2015-10-25
76561197999613236,2015-11-28
76561197999613236,2015-05-08
RespekPlox,2015-04-26
76561198062288797,2015-10-06
76561198062288797,2015-07-09
bobseagull,2014-08-26
bobseagull,2014-05-07
bobseagull,2014-05-02
bobseagull,2015-01-16
bobseagull,2014-05-23
bobseagull,2014-05-07
bobseagull,2014-05-07
bokkkbokkk,2015-09-24
Bonesdontrattlethem,2014-06-20
76561198062403736,2015-08-22
76561198073642113,2012-10-21
76561198073642113,2014-01-06
76561198073642113,2013-12-17
76561198211433640,2015-11-13
ilyjoepoe,2015-03-10
Mantrouminati,2014-01-30
hididdlyhoe,2014-10-18
76561198027225504,2014-07-18
76561198027225504,2014-08-12
76561198027225504,2015-03-26
76561198027225504,2014-04-26
76561198027225504,2014-03-20
76561198027225504,2012-02-27
dicksoutforboromir,2015-10-17
dicksoutforboromir,2014-11-29
dicksoutforboromir,2014-11-28
probotsteve,2015-12-13
76561197977543317,2014-09-20
BrutalLegend69,2013-02-28
76561198007539695,2014-10-28
76561198007539695,2014-03-29
76561198064026657,2014-11-28
76561198064026657,2013-07-07
76561198024450886,2013-10-24
saint556,2015-05-06
saint556,2014-09-23
saint556,2014-05-03
saint556,2014-05-01
saint556,2014-04-10
saint556,2014-01-05
brettebear,2014-06-20
metiqu,2015-10-16
Brianseb,2014-03-20
spike_heart,2014-01-14
brocky0405,2015-09-30
brocky0405,2015-08-10
brocky0405,2015-06-14
brocky0405,2014-09-08
brocky0405,2013-11-28
brocky0405,2013-09-25
76561198046094676,2012-10-01
76561198046094676,2013-09-23
76561198046094676,2013-08-31
76561198046094676,2013-08-20
76561198046094676,2013-03-25
Vladimirputinisgreatman,2015-10-08
Br0wni3,2015-12-18
76561198093381429,2015-01-08
76561198110065267,2015-03-05
76561198059167106,2014-12-12
76561198105270589,2014-10-18
76561198105270589,2014-07-10
76561198105270589,2015-07-17
76561198105270589,2015-04-18
Trutle,2014-11-28
Trutle,2014-06-21
Trutle,2014-04-21
BugsyBro,2015-05-05
BugsyBro,2015-12-23
BugsyBro,2014-07-03
BugsyBro,2014-06-29
76561198074561346,2014-12-19
76561198074561346,2013-12-24
76561198074561346,2014-02-28
76561198074561346,2015-05-16
76561198074561346,2015-06-19
76561198074561346,2013-10-14
76561198074561346,2013-06-09
76561198094074209,2015-12-01
76561198094074209,2013-11-04
76561198094074209,2015-12-18
76561198087011672,2014-02-16
busternut,2015-12-27
busternut,2013-12-24
busternut,2014-09-28
busternut,2014-06-22
76561198075981950,2015-08-26
76561198075981950,2015-06-12
Butteryyy,2013-12-11
76561198079326390,2014-12-16
76561198079326390,2015-05-11
76561198142749308,2015-05-20
76561198142749308,2014-11-28
897w463824638109276,2014-03-21
897w463824638109276,2014-01-28
Butterz,2014-12-20
8789568,2015-03-23
76561198112547239,2015-10-29
ByzGirl,2015-09-20
ByzGirl,2015-04-28
C14M8S,2014-09-03
C14M8S,2014-08-19
C14M8S,2014-08-16
C14M8S,2014-05-09
C14M8S,2014-05-09
C14M8S,2015-05-30
C14M8S,2014-07-06
C14M8S,2014-05-09
C14M8S,2014-05-09
C14M8S,2014-09-26
1122305938,2014-01-12
1122305938,2014-01-10
1122305938,2013-12-10
1122305938,2014-01-12
76561198069050565,2014-01-29
76561198069050565,2014-11-14
Cabey64,2014-06-24
Cabey64,2015-08-07
Cabey64,2015-01-19
Cabjoy,2014-06-26
Stormaggen,2015-04-01
gusvu,2015-08-14
gusvu,2014-10-13
Punixa,2015-07-04
Punixa,2015-05-23
Punixa,2015-05-23
Punixa,2013-12-16
76561198044402508,2015-01-17
76561198081987102,2013-12-24
76561198081987102,2013-12-24
